Year,Sector,Sex,Age group,Labour force value
1993,Mining & petroleum development,Females,15 to 24 years,1.9
1993,Mining & petroleum development,Females,15 years and over,16.6
1993,Mining & petroleum development,Females,25 to 54 years,13.8
1993,Mining & petroleum development,Females,55 years and over,0.0
1993,Mining & petroleum development,Males,15 to 24 years,7.2
1993,Mining & petroleum development,Males,15 years and over,62.4
1993,Mining & petroleum development,Males,25 to 54 years,50.9
1993,Mining & petroleum development,Males,55 years and over,4.3
1993,"Provincial & municipal government, education & health",Both sexes,15 to 24 years,28.4
1993,"Provincial & municipal government, education & health",Both sexes,15 years and over,311.0
1993,"Provincial & municipal government, education & health",Both sexes,25 to 54 years,255.3
1993,"Provincial & municipal government, education & health",Both sexes,55 years and over,27.2
1993,"Provincial & municipal government, education & health",Females,15 to 24 years,21.5
1993,"Provincial & municipal government, education & health",Females,15 years and over,205.60000000000002
1993,"Provincial & municipal government, education & health",Females,25 to 54 years,168.9
1993,"Provincial & municipal government, education & health",Females,55 years and over,15.0
1993,"Provincial & municipal government, education & health",Males,15 to 24 years,6.9
1993,"Provincial & municipal government, education & health",Males,15 years and over,105.5
1993,"Provincial & municipal government, education & health",Males,25 to 54 years,86.3
1993,"Provincial & municipal government, education & health",Males,55 years and over,12.2
1993,"Transportation, communication & utilities",Both sexes,15 to 24 years,6.5
1993,"Transportation, communication & utilities",Both sexes,15 years and over,82.0
1993,"Transportation, communication & utilities",Both sexes,25 to 54 years,68.1
1993,"Transportation, communication & utilities",Both sexes,55 years and over,5.6
1993,"Transportation, communication & utilities",Females,15 to 24 years,0.0
1993,"Transportation, communication & utilities",Females,15 years and over,19.3
1993,"Transportation, communication & utilities",Females,25 to 54 years,16.7
1993,"Transportation, communication & utilities",Females,55 years and over,0.0
1993,"Transportation, communication & utilities",Males,15 to 24 years,5.2
1993,"Transportation, communication & utilities",Males,15 years and over,62.800000000000004
1993,"Transportation, communication & utilities",Males,25 to 54 years,51.4
1993,"Transportation, communication & utilities",Males,55 years and over,5.0
1993,Wholesale and retail,Both sexes,15 to 24 years,61.5
1993,Wholesale and retail,Both sexes,15 years and over,212.1
1993,Wholesale and retail,Both sexes,25 to 54 years,135.8
1993,Wholesale and retail,Both sexes,55 years and over,14.9
1993,Wholesale and retail,Females,15 to 24 years,32.0
1993,Wholesale and retail,Females,15 years and over,101.3
1993,Wholesale and retail,Females,25 to 54 years,62.0
1993,Wholesale and retail,Females,55 years and over,7.2
1993,Wholesale and retail,Males,15 to 24 years,29.5
1993,Wholesale and retail,Males,15 years and over,110.9
1993,Wholesale and retail,Males,25 to 54 years,73.8
1993,Wholesale and retail,Males,55 years and over,7.6
1994,Agriculture & forestry,Both sexes,15 to 24 years,15.0
1994,Agriculture & forestry,Both sexes,15 years and over,95.8
1994,Agriculture & forestry,Both sexes,25 to 54 years,52.5
1994,Agriculture & forestry,Both sexes,55 years and over,28.0
1994,Agriculture & forestry,Females,15 to 24 years,3.3
1994,Agriculture & forestry,Females,15 years and over,28.9
1994,Agriculture & forestry,Females,25 to 54 years,17.8
1994,Agriculture & forestry,Females,55 years and over,7.9
1994,Agriculture & forestry,Males,15 to 24 years,10.2
1994,Agriculture & forestry,Males,15 years and over,66.4
1994,Agriculture & forestry,Males,25 to 54 years,34.300000000000004
1994,Agriculture & forestry,Males,55 years and over,20.1
1994,Business & professional services,Both sexes,15 to 24 years,100.39999999999999
1994,Business & professional services,Both sexes,15 years and over,423.3
1994,Business & professional services,Both sexes,25 to 54 years,288.7
1994,Business & professional services,Both sexes,55 years and over,34.1
1994,Business & professional services,Females,15 to 24 years,55.1
1994,Business & professional services,Females,15 years and over,219.4
1994,Business & professional services,Females,25 to 54 years,151.1
1994,Business & professional services,Females,55 years and over,10.7
1994,Business & professional services,Males,15 to 24 years,45.1
1994,Business & professional services,Males,15 years and over,204.0
1994,Business & professional services,Males,25 to 54 years,137.7
1994,Business & professional services,Males,55 years and over,21.200000000000003
1994,Construction & construction trades,Both sexes,15 to 24 years,13.9
1994,Construction & construction trades,Both sexes,15 years and over,100.8
1994,Construction & construction trades,Both sexes,25 to 54 years,79.5
1994,Construction & construction trades,Both sexes,55 years and over,7.4
1994,Construction & construction trades,Females,15 to 24 years,0.0
1994,Construction & construction trades,Females,15 years and over,9.8
1994,Construction & construction trades,Females,25 to 54 years,7.8
1994,Construction & construction trades,Females,55 years and over,0.0
1994,Construction & construction trades,Males,15 to 24 years,12.5
1994,Construction & construction trades,Males,15 years and over,91.0
1994,Construction & construction trades,Males,25 to 54 years,71.6
1994,Construction & construction trades,Males,55 years and over,6.8
1994,"Manufacturing, packaging & processing",Both sexes,15 to 24 years,12.7
1994,"Manufacturing, packaging & processing",Both sexes,15 years and over,107.0
1994,"Manufacturing, packaging & processing",Both sexes,25 to 54 years,87.3
1994,"Manufacturing, packaging & processing",Both sexes,55 years and over,7.1
1994,"Manufacturing, packaging & processing",Females,15 to 24 years,2.3
1994,"Manufacturing, packaging & processing",Females,15 years and over,26.4
1994,"Manufacturing, packaging & processing",Females,25 to 54 years,22.5
1994,"Manufacturing, packaging & processing",Females,55 years and over,1.6
1994,"Manufacturing, packaging & processing",Males,15 to 24 years,10.3
1994,"Manufacturing, packaging & processing",Males,15 years and over,80.5
1994,"Manufacturing, packaging & processing",Males,25 to 54 years,64.7
1994,"Manufacturing, packaging & processing",Males,55 years and over,5.5
1994,Mining & petroleum development,Both sexes,15 to 24 years,8.8
1994,Mining & petroleum development,Both sexes,15 years and over,78.1
1994,Mining & petroleum development,Both sexes,25 to 54 years,64.9
1994,Mining & petroleum development,Both sexes,55 years and over,4.4
1994,Mining & petroleum development,Females,15 to 24 years,0.0
1994,Mining & petroleum development,Females,15 years and over,17.6
1994,Mining & petroleum development,Females,25 to 54 years,15.4
1994,Mining & petroleum development,Females,55 years and over,0.0
1994,Mining & petroleum development,Males,15 to 24 years,7.4
1994,Mining & petroleum development,Males,15 years and over,60.5
1994,Mining & petroleum development,Males,25 to 54 years,49.4
1994,Mining & petroleum development,Males,55 years and over,3.6
1994,"Provincial & municipal government, education & health",Both sexes,15 to 24 years,28.5
1994,"Provincial & municipal government, education & health",Both sexes,15 years and over,303.8
1994,"Provincial & municipal government, education & health",Both sexes,25 to 54 years,249.8
1994,"Provincial & municipal government, education & health",Both sexes,55 years and over,25.5
1994,"Provincial & municipal government, education & health",Females,15 to 24 years,20.3
1994,"Provincial & municipal government, education & health",Females,15 years and over,204.39999999999998
1994,"Provincial & municipal government, education & health",Females,25 to 54 years,168.3
1994,"Provincial & municipal government, education & health",Females,55 years and over,15.899999999999999
1994,"Provincial & municipal government, education & health",Males,15 to 24 years,8.1
1994,"Provincial & municipal government, education & health",Males,15 years and over,99.3
1994,"Provincial & municipal government, education & health",Males,25 to 54 years,81.6
1994,"Provincial & municipal government, education & health",Males,55 years and over,9.7
1994,"Transportation, communication & utilities",Both sexes,15 to 24 years,5.7
1994,"Transportation, communication & utilities",Both sexes,15 years and over,85.8
1994,"Transportation, communication & utilities",Both sexes,25 to 54 years,72.6
1994,"Transportation, communication & utilities",Both sexes,55 years and over,6.0
1994,"Transportation, communication & utilities",Females,15 to 24 years,1.5
1994,"Transportation, communication & utilities",Females,15 years and over,21.6
1994,"Transportation, communication & utilities",Females,25 to 54 years,18.0
1994,"Transportation, communication & utilities",Females,55 years and over,0.0
1994,"Transportation, communication & utilities",Males,15 to 24 years,4.1
1994,"Transportation, communication & utilities",Males,15 years and over,64.3
1994,"Transportation, communication & utilities",Males,25 to 54 years,54.699999999999996
1994,"Transportation, communication & utilities",Males,55 years and over,4.7
1994,Wholesale and retail,Both sexes,15 to 24 years,65.5
1994,Wholesale and retail,Both sexes,15 years and over,222.6
1994,Wholesale and retail,Both sexes,25 to 54 years,142.5
1994,Wholesale and retail,Both sexes,55 years and over,14.6
1994,Wholesale and retail,Females,15 to 24 years,33.2
1994,Wholesale and retail,Females,15 years and over,108.8
1994,Wholesale and retail,Females,25 to 54 years,68.2
1994,Wholesale and retail,Females,55 years and over,7.4
1994,Wholesale and retail,Males,15 to 24 years,32.3
1994,Wholesale and retail,Males,15 years and over,113.7
1994,Wholesale and retail,Males,25 to 54 years,74.3
1994,Wholesale and retail,Males,55 years and over,7.2
1995,Agriculture & forestry,Both sexes,15 to 24 years,14.700000000000001
1995,Agriculture & forestry,Both sexes,15 years and over,98.4
1995,Agriculture & forestry,Both sexes,25 to 54 years,54.0
1995,Agriculture & forestry,Both sexes,55 years and over,29.4
1995,Agriculture & forestry,Females,15 to 24 years,3.1
1995,Agriculture & forestry,Females,15 years and over,29.9
1995,Agriculture & forestry,Females,25 to 54 years,17.8
1995,Agriculture & forestry,Females,55 years and over,9.0
1995,Agriculture & forestry,Males,15 to 24 years,11.4
1995,Agriculture & forestry,Males,15 years and over,67.7
1995,Agriculture & forestry,Males,25 to 54 years,35.7
1995,Agriculture & forestry,Males,55 years and over,20.5
1995,Business & professional services,Both sexes,15 to 24 years,101.0
1995,Business & professional services,Both sexes,15 years and over,438.5
1995,Business & professional services,Both sexes,25 to 54 years,303.7
1995,Business & professional services,Both sexes,55 years and over,33.8
1995,Business & professional services,Females,15 to 24 years,52.8
